repo_code	file_id	object_id	file_format	file_name	file_size	md5_sum	index_object_id	donor_id/donor_count	project_id/project_count	study	bundle_id
collaboratory	FI801363	6df16b98-90e3-57a0-a4a5-f64117b44c92	BAM	54d938ebab9eada3e1e878f9438c5faf.ls3083_C79P1ANXX_4_18nf.ua.bam	11022194778	54d938ebab9eada3e1e878f9438c5faf		DO229543	UTCA-FR		EGAR00001598449
collaboratory	FI801376	3ed5f394-5766-58cf-9242-b2735cc310d8	BAM	3fdc8a63e416ccf6ebe346bd27fc042e.ls3436_C9F6HANXX_8_10nf.ua.bam	11245054471	3fdc8a63e416ccf6ebe346bd27fc042e		DO229094	UTCA-FR		EGAR00001526537
collaboratory	FI801378	0e469116-4017-50aa-af5e-1bc0b2fd6779	BAM	2b69845b05c88de5cff03a221883193d.ls3498_C8W3DANXX_1_7nf.ua.bam	9810898475	2b69845b05c88de5cff03a221883193d		DO229091	UTCA-FR		EGAR00001526479
collaboratory	FI801300	cac41820-6977-573b-af37-34d9a7442294	BAM	61cb3d891a958d1af752f9d12bed4be9.ls2761_C6L1YANXX_6_1nf.ua.bam	11101663392	61cb3d891a958d1af752f9d12bed4be9		DO229540	UTCA-FR		EGAR00001598351
collaboratory	FI801318	fbf27f8d-6fc5-5fc5-a023-eb8ddb3a9629	BAM	adf59f150a54ee5a0a8f8b38959c8bde.ls3350_C8VRLANXX_5_10nf.ua.bam	10102564680	adf59f150a54ee5a0a8f8b38959c8bde		DO229094	UTCA-FR		EGAR00001526531
collaboratory	FI801321	fdb76fe5-3962-58c2-b0b8-73fb6f8e7f2d	BAM	d6f0439e415d4360216b271343783de1.ls3381_C8W3CANXX_6_13nf.ua.bam	9134807650	d6f0439e415d4360216b271343783de1		DO229100	UTCA-FR		EGAR00001526607
collaboratory	FI801325	19fcaa5a-fafe-5e2a-a365-1ff4c39e1233	BAM	3c68483209f4682b6d350d652ba51fd5.ls3378_C8KMHANXX_3_6nf.ua.bam	13176338397	3c68483209f4682b6d350d652ba51fd5		DO229086	UTCA-FR		EGAR00001526446
collaboratory	FI801335	f6bede34-d14e-5147-bcdc-e75a2d568d4e	BAM	89b21119b11790b43505e0c6fdba17f0.ls3349_C9F6HANXX_1_6nf.ua.bam	10356847526	89b21119b11790b43505e0c6fdba17f0		DO229086	UTCA-FR		EGAR00001526445
collaboratory	FI801262	620f0684-3f4d-561a-9db3-1f94f2694803	BAM	ea0f982672720dfc85b74e71b9ea1881.ls3287_C9BFHANXX_1_22nf.ua.bam	12107203985	ea0f982672720dfc85b74e71b9ea1881		DO229094	UTCA-FR		EGAR00001526501
collaboratory	FI801616	335d0b12-f69e-514b-9ffb-4ddcb65fdd7f	BAM	cb9b2cf0c80ebc26dee5489e663a5ee1.ls3261_C9HBKANXX_2_4nf.ua.bam	11685477102	cb9b2cf0c80ebc26dee5489e663a5ee1		DO229545	UTCA-FR		EGAR00001598561
collaboratory	FI801638	a2e7e3ee-578d-5a06-81e7-1ba4eeb24c05	BAM	e4f910b9c3ff0bf8a0e79910e3025178.ls3449_C8VRLANXX_8_10nf.ua.bam	10081583862	e4f910b9c3ff0bf8a0e79910e3025178		DO229094	UTCA-FR		EGAR00001526540
collaboratory	FI801652	73371a19-9b19-5711-9c10-ef9078a5b0cd	BAM	d16db864c4a4ee2dc3c09fcb0f5f1098.ls3639_C9KGPANXX_8_3nf.ua.bam	6890552850	d16db864c4a4ee2dc3c09fcb0f5f1098		DO229547	UTCA-FR		EGAR00001598624
collaboratory	FI801654	7dd7e0e0-150d-551b-9769-b8bbbafe46ff	BAM	ced213b343da87bd352486ab3dccfb84.ls3473_C9FD4ANXX_8_16nf.ua.bam	6350510077	ced213b343da87bd352486ab3dccfb84		DO229102	UTCA-FR		EGAR00001526676
collaboratory	FI801598	ce836617-e297-5f81-87a6-6b6bfa705d8a	BAM	5fe0d433f2272cc9c6104e407a3f16d9.ls3366_C9HLTANXX_3_7nf.ua.bam	9554929563	5fe0d433f2272cc9c6104e407a3f16d9		DO229091	UTCA-FR		EGAR00001526469
collaboratory	FI801569	c1cf8883-9b3f-5135-9a06-deb6506d3d23	BAM	87f110821d8996a9279cd4ab632761c2.ls3501_C9FHPANXX_6_21nf.ua.bam	10092149789	87f110821d8996a9279cd4ab632761c2		DO229091	UTCA-FR		EGAR00001526463
collaboratory	FI801505	b9ab9be7-2075-5ad5-8b2e-ce2813d0dac4	BAM	7b35d8e44dc56569718ae2fe2c42f85e.ls3522_C9FHPANXX_8_25nf.ua.bam	8991063080	7b35d8e44dc56569718ae2fe2c42f85e		DO229100	UTCA-FR		EGAR00001526599
collaboratory	FI801517	bf2e17f1-badb-53ae-a4a5-b0df2d9d1971	BAM	b02b5753f50c93d2173a22fa7d108a84.ls3259_C8VRLANXX_5_13nf.ua.bam	12091435328	b02b5753f50c93d2173a22fa7d108a84		DO229100	UTCA-FR		EGAR00001526601
collaboratory	FI801529	b916548c-298d-50c3-bf04-5123fbdec91b	BAM	9c5430161f4f9e30134614c2565fbe32.ls3427_C8W3DANXX_1_1nf.ua.bam	8324090298	9c5430161f4f9e30134614c2565fbe32		DO229102	UTCA-FR		EGAR00001526697
collaboratory	FI801470	8727c2a9-8492-56a3-bd97-09e8a86b73c1	BAM	62148a95fc03668bca3b31770e444e67.ls3300_C9HLTANXX_3_3nf.ua.bam	10846376915	62148a95fc03668bca3b31770e444e67		DO229545	UTCA-FR		EGAR00001598545
collaboratory	FI801496	e23bf583-8ef4-5c91-aad7-e7e4f4ba69e4	BAM	dcadfe41bdefd4256fb00087a6f98d44.ls3323_C9FD4ANXX_2_6nf.ua.bam	10420508840	dcadfe41bdefd4256fb00087a6f98d44		DO229086	UTCA-FR		EGAR00001526443
collaboratory	FI801433	9925e500-6a2d-51d4-ade6-23290f7dd501	BAM	fb586b42484f7be42e6fdf36e44e6d76.ls3305_C8W3CANXX_2_6nf.ua.bam	8680194723	fb586b42484f7be42e6fdf36e44e6d76		DO229086	UTCA-FR		EGAR00001526440
collaboratory	FI801436	92d3bab2-9806-507f-9452-ea57124ca094	BAM	57a2769b32e8836a8acfebbc4a749fae.ls2827_C6LE3ANXX_7_6nf.ua.bam	15721431412	57a2769b32e8836a8acfebbc4a749fae		DO229542	UTCA-FR		EGAR00001598426
collaboratory	FI801441	90e6dcc0-6a9c-5f13-8b63-8bef24e743f1	BAM	574a91d631f1aecfad7c0bddb689fbe1.ls3169_C79P1ANXX_3_18nf.ua.bam	11010777372	574a91d631f1aecfad7c0bddb689fbe1		DO229543	UTCA-FR		EGAR00001598462
collaboratory	FI801396	7ca09003-48a6-51c0-a8f1-cd049b0bf9b5	BAM	6cbe71d1eb9995200e66d9413d8c1c7d.ls3592_C9KH6ANXX_3_7nf.ua.bam	21729622614	6cbe71d1eb9995200e66d9413d8c1c7d		DO229547	UTCA-FR		EGAR00001598643
collaboratory	FI801344	99eafc18-16e6-5f08-bffd-d487d3b5d650	BAM	0a89e4aca930f52c80abccb7871fd4a0.ls2825_C6LE3ANXX_6_12nf.ua.bam	15887832602	0a89e4aca930f52c80abccb7871fd4a0		DO229542	UTCA-FR		EGAR00001598437
collaboratory	FI801346	2191ee2f-0edc-544a-b440-351f6b589d85	BAM	6d6e79106924d309460f11fb54a53028.ls2818_C6L1YANXX_4_22nf.ua.bam	11242270273	6d6e79106924d309460f11fb54a53028		DO229541	UTCA-FR		EGAR00001598416
collaboratory	FI801374	d90bd095-36f8-5d3c-812b-b87c0a088c70	BAM	7d624c3560a363c703ce5125e9252bb6.ls3585_C9KH9ANXX_4_8nf.ua.bam	15958409121	7d624c3560a363c703ce5125e9252bb6		DO229104	UTCA-FR		EGAR00001526734
collaboratory	FI803007	f93965ee-886e-52a8-acd3-66f5da751fe5	BAM	2888048c9b031278add781e33ac98440.ls3326_C9HBKANXX_5_20nf.ua.bam	6117556043	2888048c9b031278add781e33ac98440		DO229086	UTCA-FR		EGAR00001526413
collaboratory	FI803014	c8035135-2c5a-5950-a986-cb5fa21c0a1d	BAM	effc85b29074554406759e7e7ce6f87f.ls3399_C9HBKANXX_5_25nf.ua.bam	5937266668	effc85b29074554406759e7e7ce6f87f		DO229100	UTCA-FR		EGAR00001526596
