repo_code	file_id	object_id	file_format	file_name	file_size	md5_sum	index_object_id	donor_id/donor_count	project_id/project_count	study	bundle_id
collaboratory	FI815818	3f5fd32a-2dd7-5ed6-91af-50cec7a60e44	BAM	92f9467cd6f50c5c94e7aea8a723bdce.J87-T_60x_sort_dup_rea_recal.bam	262179958434	92f9467cd6f50c5c94e7aea8a723bdce		DO224630	LUSC-KR		EGAR00001658243
collaboratory	FI815477	f5608812-bf99-5a07-accf-4fa0d6ae32af	BAM	6b1f7fe8efac0d824fdec18cd6b19a35.J52-T_60x_sort_dup_rea_recal.bam	269006736174	6b1f7fe8efac0d824fdec18cd6b19a35		DO224584	LUSC-KR		EGAR00001658219
collaboratory	FI815474	c982c12f-e231-500a-8f76-337372c39c72	BAM	3ca0bec33f94206365122663b70e44a4.J33-T_60x_sort_dup_rea_recal.bam	223482355613	3ca0bec33f94206365122663b70e44a4		DO224572	LUSC-KR		EGAR00001658211
collaboratory	FI815482	5cbea620-692b-53c4-a123-d9c6a578abfd	BAM	326007416078add3fa75135afbe55045.J54-T_60x_sort_dup_rea_recal.bam	269564346775	326007416078add3fa75135afbe55045		DO224589	LUSC-KR		EGAR00001658221
collaboratory	FI815453	9ab7bf59-f749-5acf-92ae-af9e83936226	BAM	0b5bf8f137e4d1b66d06c565daa82f1e.J57-N_30x_sort_dup_rea_recal.bam	136470495610	0b5bf8f137e4d1b66d06c565daa82f1e		DO224594	LUSC-KR		EGAR00001658222
collaboratory	FI815457	e4400951-da07-5100-8337-46f2071024f1	BAM	2bf6160b866aef748629bd43ecc2e872.J17-N_60x_sort_dup_rea_recal.bam	140645517508	2bf6160b866aef748629bd43ecc2e872		DO224558	LUSC-KR		EGAR00001658202
collaboratory	FI815464	edf19837-c609-5acf-b80f-5bfc99bd389c	BAM	c831ad4a71464afdc6effd3b05895a64.J65-N_30x_sort_dup_rea_recal.bam	149714629801	c831ad4a71464afdc6effd3b05895a64		DO224605	LUSC-KR		EGAR00001658226
collaboratory	FI815467	b28c6ba1-107e-5190-a03e-ce9de95af1cd	BAM	0f33c1e71e24571fe64e72f59ee8e581.J10-N_60x_sort_dup_rea_recal.bam	124744097926	0f33c1e71e24571fe64e72f59ee8e581		DO224546	LUSC-KR		EGAR00001658194
collaboratory	FI815484	06f65015-54ac-50a3-91cc-0879de274b80	BAM	e7afe7311d39e669a44ad878dbff79fd.J31-T_60x_sort_dup_rea_recal.bam	250498489864	e7afe7311d39e669a44ad878dbff79fd		DO224566	LUSC-KR		EGAR00001658207
collaboratory	FI815481	bb7557ce-e9c8-5db8-99b1-34ea382ae664	BAM	584e2fdc756eb1dd5a0866db44307a03.J88-N_30x_sort_dup_rea_recal.bam	129186022735	584e2fdc756eb1dd5a0866db44307a03		DO224632	LUSC-KR		EGAR00001658244
collaboratory	FI815487	5dd41ba0-47ca-5299-8f88-7e6f854f97e9	BAM	8a2830b8626df774f74726fe7442c990.J65-T_60x_sort_dup_rea_recal.bam	255682598073	8a2830b8626df774f74726fe7442c990		DO224605	LUSC-KR		EGAR00001658227
